# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.12.0
#@/tick	3579
#@/user_id	75e113b6-15e1-4610-862b-e87c7177b302
yong hu 	用户	c=1 d=0.621885 t=3579
yong lai 	用来	c=1 d=0.744532 t=3579
yong li 	用例	c=1 d=0.869358 t=3579
yong qi lai 	用起来	c=1 d=0.591555 t=3579
yong shang 	用上	c=2 d=1.4842 t=3579
you 	又	c=2 d=1.82789 t=3579
you 	友	c=1 d=0.980199 t=3579
you 	有	c=19 d=6.66633 t=3579
you 	油	c=1 d=1 t=3579
you bian 	右边	c=1 d=1 t=3515
you dian 	有点	c=1 d=0.606531 t=3579
you ge 	有个	c=1 d=0.873716 t=3579
you guan xi 	有关系	c=1 d=1 t=3579
you hui 	又会	c=1 d=0.458406 t=3579
you jian 	右键	c=2 d=1.06036 t=3579
you ke neng 	有可能	c=1 d=0.822835 t=3579
you lan 	游览	c=0 d=0.0778801 t=3579
you mei you 	有没有	c=4 d=1.68813 t=3579
you qian 	有钱	c=1 d=0.909373 t=3579
you qu bie 	有区别	c=1 d=0.603506 t=3579
you sha 	有啥	c=2 d=1.56642 t=3579
you shi 	优势	c=1 d=0.522046 t=3579
you shi jian 	有时间	c=1 d=0.955997 t=3579
you shu chu 	有输出	c=1 d=0.895834 t=3579
you wen ti 	有问题	c=2 d=1.36594 t=3579
you xi 	游戏	c=2 d=1.01747 t=3579
you xie 	有些	c=1 d=0.71177 t=3579
yu 	与	c=2 d=1.74089 t=3579
yu dao 	遇到	c=3 d=2.37198 t=3579
yu fa 	语法	c=2 d=1.41084 t=3579
yuan ma 	源码	c=1 d=0.733447 t=3579
yuan yin 	原因	c=1 d=0.831104 t=3579
yuan yu 	源于	c=1 d=0.965605 t=3579
yun dong 	运动	c=1 d=0.951229 t=3579
yun mu 	韵母	c=2 d=1.27668 t=3579
yun xing 	运行	c=3 d=2.11376 t=3579
za 	咋	c=2 d=1.38127 t=3579
za de 	咋的	c=1 d=0.790571 t=3579
za le 	咋了	c=7 d=2.81112 t=3579
zai 	再	c=11 d=2.34113 t=3579
zai 	在	c=47 d=7.56915 t=3579
zai ci 	再次	c=2 d=1.99501 t=3579
zai jian 	再见	c=1 d=0.941765 t=3579
zai liu lan qi 	在浏览器	c=1 d=0.509156 t=3579
zai ne 	在呢	c=7 d=4.04803 t=3579
zai zhe 	在这	c=1 d=0.865022 t=3579
zao dian shui jiao 	早点睡觉	c=1 d=0.398519 t=3579
zao jiu 	早就	c=2 d=1.27725 t=3579
zao qi 	早期	c=1 d=0.960789 t=3579
zao qian 	早前	c=1 d=0.946485 t=3579
zao shang 	早上	c=1 d=0.748264 t=3579
zao xin 	糟心	c=1 d=0.416862 t=3579
zen me 	怎么	c=43 d=10.2013 t=3579
zen me ban 	怎么办	c=1 d=0.955997 t=3579
zeng jia 	增加	c=1 d=0.955997 t=3579
zha nv 	渣女	c=1 d=0.621885 t=3579
zhan 	站	c=1 d=0.88692 t=3579
zhan guo nei 	占国内	c=1 d=0.778801 t=3579
zhan tie 	粘贴	c=5 d=3.96044 t=3579
zhang fu 	丈夫	c=1 d=0.960789 t=3579
zhao 	找	c=1 d=0.904837 t=3579
zhao bu dao 	找不到	c=2 d=1.94092 t=3579
zhao dao 	找到	c=1 d=0.594521 t=3579
zhe 	这	c=11 d=3.0805 t=3579
zhe bu 	这不	c=1 d=0.744532 t=3579
zhe bu shi 	这不是	c=2 d=0.900247 t=3579
zhe dao shi 	这倒是	c=1 d=0.980199 t=3579
zhe ge 	这个	c=36 d=8.05249 t=3579
zhe hang 	这行	c=1 d=0.67032 t=3579
zhe jiu shi 	这就是	c=1 d=0.680451 t=3579
zhe ju 	这句	c=1 d=0.729789 t=3579
zhe li 	这里	c=1 d=0.865022 t=3579
zhe me 	这么	c=9 d=2.92906 t=3579
zhe me xie 	这么些	c=1 d=0.603506 t=3579
zhe shi 	这是	c=11 d=4.17678 t=3579
zhe shi sha 	这是啥	c=5 d=2.46361 t=3579
zhe teng 	折腾	c=2 d=1.02934 t=3579
zhe wan yi 	这玩意	c=1 d=0.585669 t=3579
zhe xie 	这些	c=2 d=1.36666 t=3579
zhe yan 	遮掩	c=3 d=0.878666 t=3579
zhe yang 	这样	c=7 d=2.00373 t=3579
zhe yang de ma 	这样的吗	c=1 d=0.88692 t=3579
zhe yi duan 	这一段	c=1 d=0.882497 t=3579
zhe zhong 	这种	c=6 d=3.70006 t=3579
zhen 	真	c=2 d=1.08272 t=3579
zhen de 	真的	c=1 d=0.995012 t=3579
zheng 	整	c=1 d=1 t=3575
zheng chang 	正常	c=1 d=0.431711 t=3579
zheng ge 	整个	c=1 d=0.843665 t=3579
zheng qu 	争取	c=1 d=0.970446 t=3579
zheng que 	正确	c=1 d=0.995012 t=3579
zheng que da an 	正确答案	c=1 d=0.913931 t=3579
zheng shu 	整数	c=2 d=1.64465 t=3579
zheng shu 	证书	c=1 d=0.680451 t=3579
zhi 	值	c=2 d=1.3655 t=3579
zhi 	只	c=1 d=0.486752 t=3579
zhi bo 	直播	c=3 d=0.619572 t=3579
zhi chi 	支持	c=1 d=0.694197 t=3579
zhi dao 	知道	c=4 d=2.36535 t=3579
zhi ding 	指定	c=3 d=1.83527 t=3579
zhi hou 	之后	c=2 d=0.756463 t=3579
zhi jian 	之间	c=5 d=3.48561 t=3579
zhi jie 	直接	c=10 d=2.31134 t=3579
zhi lei 	之类	c=4 d=2.47224 t=3579
zhi nen 	稚嫩	c=1 d=0.946485 t=3579
zhi neng 	只能	c=1 d=0.951229 t=3579
zhi qian 	之前	c=10 d=3.79102 t=3579
zhi shi 	只是	c=6 d=1.66919 t=3579
zhi xiang 	只想	c=1 d=0.97531 t=3579
zhi xu yao 	只需要	c=2 d=0.980199 t=3579
zhi yao 	只要	c=1 d=0.980199 t=3579
zhi you 	只有	c=3 d=1.14757 t=3579
zhi zai 	只在	c=1 d=0.873716 t=3579
zhi zhi dao 	只知道	c=0 d=0.0932394 t=3579
zhong 	中	c=40 d=10.2591 t=3579
zhong duan 	中断	c=1 d=0.522046 t=3579
zhong duan 	终端	c=5 d=3.1464 t=3579
zhong guo 	中国	c=1 d=0.677057 t=3579
zhong ke da 	中科大	c=1 d=0.900325 t=3579
zhong ou 	中欧	c=0 d=0.0683861 t=3579
zhong ou gong neng 	中欧功能	c=1 d=0.687289 t=3579
zhong wen 	中文	c=1 d=0.694197 t=3579
zhong wu 	中午	c=1 d=0.941765 t=3579
zhong ying wen 	中英文	c=1 d=0.985112 t=3579
zhong yu 	终于	c=2 d=1.72144 t=3579
zhu bao 	主包	c=1 d=0.427779 t=3579
zhu bo 	主播	c=2 d=0.405429 t=3579
zhu ce 	注册	c=1 d=0.839457 t=3579
zhu guan 	主管	c=0 d=0.1 t=3465
zhu guan na duan 	主管那段	c=1 d=1 t=3466
zhu shi 	注释	c=1 d=0.67368 t=3579
zhu ti 	主题	c=1 d=0.690734 t=3579
zhu yao 	主要	c=2 d=1.48282 t=3579
zhu yi 	注意	c=1 d=0.324652 t=3579
zhuan 	转	c=4 d=1.2658 t=3579
zhuan qian 	赚钱	c=1 d=0.970446 t=3579
zhuang 	装	c=19 d=6.40315 t=3579
zhuang de 	装的	c=1 d=0.357007 t=3579
zhuang guo lai 	装过来	c=1 d=0.423162 t=3579
zhuang le 	装了	c=2 d=0.722527 t=3579
zhuang wan 	装完	c=1 d=0.364219 t=3579
zhuang xi tong 	装系统	c=2 d=1.11467 t=3579
zhun bei 	准备	c=1 d=0.878095 t=3579
zhun gui 	准轨	c=1 d=0.355226 t=3579
zhuo 	桌	c=0 d=0.0612626 t=3579
zhuo mi na 	桌米娜	c=1 d=0.615697 t=3579
zhuo mian 	桌面	c=1 d=0.618783 t=3579
zi 	子	c=1 d=0.377225 t=3579
zi 	字	c=1 d=0.970446 t=3579
zi a 	子啊	c=1 d=0.767206 t=3579
zi dong 	自动	c=3 d=1.65006 t=3579
zi ji 	自己	c=4 d=2.23371 t=3579
zi juan 	字卷	c=2 d=0.6947 t=3579
zi mu 	字母	c=5 d=3.57909 t=3579
zi mu hui bu hui 	字母会不会	c=1 d=0.980199 t=3579
zi ti 	字体	c=18 d=11.9221 t=3579
zi xi 	仔细	c=2 d=1.47427 t=3579
zi yuan 	资源	c=1 d=1 t=3579
zou 	走	c=2 d=1 t=3579
zu li 	组里	c=1 d=0.559898 t=3579
zu zhi 	组织	c=1 d=0.562705 t=3579
zui da 	最大	c=1 d=0.895834 t=3579
zui hou 	最后	c=1 d=0.718924 t=3579
zui hou mian 	最后面	c=1 d=0.726149 t=3579
zui xiao hua 	最小化	c=1 d=0.628135 t=3579
zui xin 	最新	c=1 d=0.826959 t=3579
zuo 	做	c=0 d=0.0609571 t=3579
zuo dao 	做到	c=1 d=0.637628 t=3579
zuo guo 	做过	c=1 d=0.802519 t=3579
zuo jian 	左键	c=1 d=0.99005 t=3579
zuo mi a 	做米啊	c=1 d=0.612626 t=3579
zuo tian 	昨天	c=1 d=0.546074 t=3579
zuo wei 	作为	c=1 d=1 t=3483
zuo yong 	作用	c=1 d=1 t=3579
zuo zhe 	作者	c=1 d=0.66034 t=3579
